question,answer,intent
Which of the following sonographic finding suggests development of preeclampsia,Increased volume of chorionic villi.,general_faq
Copper containing enzyme is,Catalase,general_faq
Perl's stain or prussion blue test is for:,Bilirubin,general_faq
Secondary hemorrhage is after how many days of tonsillectomy,Within 6 hrs of operation,general_faq
The most common cuase of renal scarring in a 3 year old child is -,Trauma,general_faq
"In chronic inflammation confined to the portal tract with intact limiting membrane and normal lobular parenchyma, the histopathological diagnosis would be -",Active hepatitis,general_faq
"A neonate born to infected hepatitis-B mother, should be treated with:",Isolation,nutrition_advice
Advantage of coho study ?,Involves fewer number of subjects,general_faq
The most earliest sign of anterior uveitis is:,Aqueous flare,general_faq
"Ligament of Cooper, used in the surgery for femoral hernia repair, is formed by which of the extentions of inguinal ligament?",Lacunar ligament,treatment_procedure
False statement about impetigo –,Mostly caused by staphylococcus or streptococcus or both,general_faq
Mantoux test reading of less than 5mm indicates,Tuberculosis infection,general_faq
Which Vitamin is involved in Redox reactions -,Pyridoxin,nutrition_advice
A Wahin's tumour is,An adenolymphoma of parotid gland,general_faq
Natural killer cells,Belongs to B-cell lineage,general_faq
Radioisotope used systemically in Polycythemia rubra vera.,32p,general_faq
Life span of CuT 380 A is -,10 years,general_faq
Herpes simplex infection can lead to?,Frontal lobe infarction,general_faq
Corbohydrate reserve of human body,350 gm,general_faq
Which cranial nerve is commonly involved in meningeal tuberculosis infection?,7th nerve,general_faq
A 20 year old man presented with hemorrhagic colitis. The stool sample grew Escherichia coli in pure culture. The following serotype of E. coli is likely to be the causative agent -,0 157 : H7,general_faq
17 D vaccine is used for the prevention and control of-,Yellow fever,general_faq
MRI is unsuitable for:,Cardiac pacemakers,general_faq
Cytochrome P450 is identified to 11-ss hydroxylase is known as,CYMA-IB,general_faq
True regarding level of sugar in hyperosmolar non ketotic hyperglycemia is: September 2005,No change,general_faq
Premalignant bone lesion among the following is -,Pagets disease,general_faq
Which among the following is the epithelial lining of vagina?,Stratified squamous non-keratinized,general_faq
Drug of choice for hypeension crises in systemic sclerosis is,Beta blocker,medicine_info
The conversion of an optically pure isomer into a mixture of equal amounts of both dextro and levo forms is called as-,a) Polymerization,general_faq
Apoptosis is?,"Internally controlled, programmed cell death",general_faq
Posterior ethmoidal sinus drains into (JIPMER May 2019),Spheno-ethmoidal recess,general_faq
Following are the clinical features of Leber optic neuropathy except,Seen in the 2nd or 3rd decade of life,nutrition_advice
"Radiation of 5 Gy will kill patients in: March 2013 (b, c, d, e, f)",1 day,general_faq
Regarding anaplastic carcinoma which statement is false,Common in elderly,general_faq
"A 56-year-old man is diagnosed with an extradural tumor in the posterior cranial fossa. When the patient protruded his tongue during physical examination, the tongue deviated to the right. Which of the following muscles and nerves are most likely injured?",Right hypoglossal nerve and right genioglossus,symptoms_diagnosis
Staphylococcus differs from streptococcus by:,Coagulase test,general_faq
"A 6-month old infant presented with multiple papules and exudative lesions on the face, scalp, trunk and few vesicles on the palms and soles for 2 weeks. His mother had a history of itchy lesions.The most likely diagnosis is :",Scabies,general_faq
"In tandem bullet, number of bullet/ bullets coming out of the gun is/are:",1,general_faq
"All of the following conditions may be associated with Pancytopenia and Splenomegaly, Except",Aplastic Anemia,general_faq
If both parents are sickle cell anemia patients then the likelyhood of offsprings having the disease is-,10%,general_faq
Scotochromogens are: (PGI Dec 2008),Mycobacterium Gordonae,general_faq
The most common site of rupture of Abdominal Aortic-Aneurysm is,Laterally into the Left Retroperitoneum,general_faq
A 3 month baby can do:,Social smile,general_faq
"Child of 6 weeks with Hemoglobin of 10 gm% pale on examination, diagnosis is -",Physiological anemia,general_faq
A 15 year old girl was admitted to the infectious disease hospital with a provisional diagnosis of rabies. The most suitable clinical sample that can confirm the antemortem diagnosis is-,Serum for anti-rabies IgG antibody,general_faq
All of the following are microsomal enzyme inhibitors except,Glucocoicoids,general_faq
Amount of radiation used in mammography -,0.5 mSv,general_faq
The structure that lies lateral to distal radial tubercle,Extensor pollicis longus,general_faq
Best imaging study for the earliest diagnosis of cerebral infarct-,FLAIR MRI,general_faq
Effect of infusion of hypotonic saline?,Increased ICF only,general_faq
Which of the following is not true about fibroblasts?,Secrete & Synthesize collagen,general_faq
"All of the following structures are developed from Septum transversum, EXCEPT:",Coronary ligament,general_faq
A 40 year old male patient complains of diminished vision during night and dryness of eyes. Patient gives history of recurrent bacterial infections. Ophthalmic examination reveals white triangular plaques on conjunctiva. This patient is suffering from deficiency of:,Vitamin D,general_faq
The usual incubation period of pertusis is -,7-14 days,general_faq
Which helps in the production of more glucose?,Pyruvate kinase,general_faq
8000 rads dosage in Cancer cervix is given to -,Point A,general_faq
HPV vaccine is ?,Monovalent,general_faq
Rhabdomyolysis with myoglobinuria seen in -,Viper bite,general_faq
The prognosis is best in rapidly progressive (crescentic) glomerulonephritis associated with:,Poststreptococcal glomerulonephritis,general_faq
Which of the following causes a dead end infection?,C. tetani,general_faq
Phossy jaw is caused by-,White phosphorus,general_faq
The kidney stone whose development is seen most commonly is:-,Calcium oxalate,general_faq
A 25-year-old man requests cholesterol screening because of a family history of premature coronary artery disease (CAD). His lipid levels reveal an elevated total and LDL cholesterol. The high-density lipoprotein (HDL) and triglyceride values are normal. His physical examination is completely normal. Which of the following is the most common cause of genetic dyslipidemia?,familial combined hyperlipidemia,general_faq
True about Trotters triad -a) Conductive deafnessb) Involvement of CN VIc) Involvement of CN Xd) Palatal paralysise) Associated with nasopharyngeal angiofibroma,acd,general_faq
"List of the charges established or agreed to, by a dentist for specific dental services:",Table of allowances,general_faq
All of the following can be administered in acute highpeension during labour except,IV labetalol,general_faq
Labetalol is an,Alpha 1 blocker,general_faq
True about Ringer's Lactate -,Isotonic,general_faq
Submandibular gland is divided into superficial and deep parts by -,Digastric,general_faq
Treatment of choice for genital was in pregnancy is:,Salicylic acid with lactic acid solution,nutrition_advice
Apgar stands for: (Asked twice in exam),Attitude pulse grimace activity respiratory effort,general_faq
The false statement associated with Kaposi's sarcoma is:,Caused by human herpes virus 8,general_faq
Which of the following is the preferred antiarrhythmic agent in a patient with cardiac arrest:,Amiadorone,general_faq
True about blood transfusion reaction -a) Complement mediated severe haemolysisb) Renal blood flow is decreasedc) Transfusion should not be stoppedd) Death is not seen,ac,nutrition_advice
Raygat's test is based on:,Weight of lung,general_faq
What is a percentage of endothelial cell loss during Descemet's stripping automated endothelial keratoplasty –,0 – 5%,general_faq
"About scurvy, all are true EXCEPT: September 2012",Subperiosteal hematomas with tenderness,general_faq
Nitric oxide is synthesized from which amino acid:,Arginine,general_faq
"For spinal anesthesia, lignocaine is used as",0.5 % solution,general_faq
Post dislocation of hip leads to which attitude of the lower leg:,"Adduction, external rotation and flexion",general_faq
"Regarding rheumatoid ahritis, all of the following statements are true except-",The cricoarytenoid joint may be involved,general_faq
Difference between rantidine & cimetidine is -,Ranitidine is 5 times more potent than cimetidine,general_faq
